Code,name,full_address,address,County,State,ZIP,GEOID,latitude,longitude,rating,reviews,range,TotalPopulation,AsianPopulation,MedianHouseholdIncome,PublicTransportationCommuters,AsianDensity
539,China Wok,"11299 Owings Mills Blvd #110, Owings Mills, MD 21117",11299 Owings Mills Blvd #110,Owings Mills,MD,21117,240054042025,39.434817,-76.779515,3.7,15,2,1347,16,8,,0.011878248
540,China Kitchen,"3201 Mountain Rd #114, Pasadena, MD 21122",3201 Mountain Rd #114,Pasadena,MD,21122,240037312101,39.1251853,-76.5345076,3.7,118,1,1136,0,0,101765,0
541,Zheng's China Express,"8652 Liberty Rd, Randallstown, MD 21133",8652 Liberty Rd,Randallstown,MD,21133,240054026021,39.3632821,-76.7806586,3.9,150,1,1095,5,12,102411,0.00456621
542,Number 1 TASTE,"3695 Offutt Rd, Randallstown, MD 21133",3695 Offutt Rd,Randallstown,MD,21133,240054025061,39.3710149,-76.7978407,3.6,132,1,2610,312,25,84883,0.11954023
543,China House,"711 Washington Ave #31, Chestertown, MD 21620",711 Washington Ave #31,Chestertown,MD,21620,240299503001,39.226197,-76.070253,4.1,194,,1816,0,0,90859,0
544,Yuen's Chinese Food Carryout,"536 N Chester St, Baltimore, MD 21205",536 N Chester St,Baltimore,MD,21205,245100604002,39.2973984,-76.5879935,4.4,233,1,1192,190,23,33333,0.15939598
545,Wing Wah,"2837 Hillen Rd, Baltimore, MD 21218",2837 Hillen Rd,Baltimore,MD,21218,245100906001,39.324217,-76.5882989,4.5,71,,522,0,0,121375,0
546,China Kitchen,"4642 Wilkens Ave, Baltimore, MD 21229",4642 Wilkens Ave,Baltimore,MD,21229,240054001003,39.2662844,-76.6996257,3.8,232,1,2136,19,0,49122,0.008895131
547,China Chef,"3816 E Lombard St #2400, Baltimore, MD 21224",3816 E Lombard St #2400,Baltimore,MD,21224,245102608001,39.2920546,-76.5645904,4,108,1,1114,52,136,42782,0.046678636
548,Chow Mein Charlie,"508 W Cold Spring Ln, Baltimore, MD 21210",508 W Cold Spring Ln,Baltimore,MD,21210,245102714002,39.3446564,-76.6313952,4.1,78,,1895,57,10,195382,0.030079156
549,China House,"4111 Frederick Ave, Baltimore, MD 21229",4111 Frederick Ave,Baltimore,MD,21229,245102008001,39.2815714,-76.6839671,4.1,227,1,507,0,86,,0
550,China House Restaurant,"1256 E North Ave, Baltimore, MD 21202",1256 E North Ave,Baltimore,MD,21202,245100908002,39.3120993,-76.6007991,4.2,145,1,681,0,45,52566,0
551,Orient Express,"3111 St Paul St, Baltimore, MD 21218",3111 St Paul St,Baltimore,MD,21218,245101202024,39.3262635,-76.6156436,3.8,375,1,1184,245,58,,0.20692568
552,Panda Chinese & American Food,"2443 E Monument St, Baltimore, MD 21205",2443 E Monument St,Baltimore,MD,21205,245100702003,39.2987291,-76.582474,4.1,89,1,476,0,51,34735,0
553,China Kitchen Rest,"2201 E North Ave, Baltimore, MD 21213",2201 E North Ave,Baltimore,MD,21213,245100802001,39.3122841,-76.5873416,3.9,171,1,200,0,0,49129,0
554,Lucky Fortune,"1116 Light St, Baltimore, MD 21230",1116 Light St,Baltimore,MD,21230,245102302001,39.2763997,-76.6123947,3.5,104,1,632,3,14,115714,0.004746835
555,China Wok,"2010 Maryland Ave, Baltimore, MD 21218",2010 Maryland Ave,Baltimore,MD,21218,245101206003,39.3122974,-76.6187586,3.3,426,1,699,35,202,19508,0.05007153
556,Good Fortune,"3223 Belair Rd, Baltimore, MD 21213",3223 Belair Rd,Baltimore,MD,21213,245100801021,39.3210777,-76.5741016,3.9,199,1,988,0,97,22232,0
557,Yau Brothers Chinese Food,"2901 Greenmount Ave, Baltimore, MD 21218",2901 Greenmount Ave,Baltimore,MD,21218,245100904001,39.3239016,-76.6092514,4.4,95,1,636,0,67,41974,0
558,Sun Wah Restaurant,"4901 Frankford Ave, Baltimore, MD 21206",4901 Frankford Ave,Baltimore,MD,21206,245102602014,39.3307555,-76.5435908,4.2,249,1,1384,62,281,48696,0.044797689
559,Lung Wah Chinese Restaurant,"5008 Sinclair Ln, Baltimore, MD 21206",5008 Sinclair Ln,Baltimore,MD,21206,245102602015,39.3227057,-76.5477513,3.9,82,1,874,0,27,50519,0
560,Fast Wok,"5513 Harford Rd, Baltimore, MD 21214",5513 Harford Rd,Baltimore,MD,21214,245102704023,39.3523032,-76.5610827,4,130,1,560,0,0,110368,0
561,Shanghai Carry Out,"2157 W Patapsco Ave, Baltimore, MD 21230",2157 W Patapsco Ave,Baltimore,MD,21230,245102502051,39.2501801,-76.646089,4.3,177,1,45,0,0,,0
562,China Garden Restaurant,"3421 Clifton Ave, Baltimore, MD 21216",3421 Clifton Ave,Baltimore,MD,21216,245101506003,39.3105319,-76.675573,3.6,143,1,817,0,80,24554,0
563,Sunny Carry Out,"758 Washington Blvd, Baltimore, MD 21230",758 Washington Blvd,Baltimore,MD,21230,245102101002,39.2832312,-76.6278347,4,250,1,1592,62,13,101856,0.038944725
564,CHINA EAST,"4712 Eastern Ave, Baltimore, MD 21224",4712 Eastern Ave,Baltimore,MD,21224,245102607001,39.287268,-76.5561497,3.9,215,2,1406,225,0,123194,0.16002844
565,China One,"6261 Kenwood Ave, Rosedale, MD 21237",6261 Kenwood Ave,Rosedale,MD,21237,240054409001,39.3417414,-76.5067586,4,153,1,1578,42,88,90862,0.02661597
566,Panda Express,"6419 Petrie Way Rd, Rosedale, MD 21237",6419 Petrie Way Rd,Rosedale,MD,21237,240054512001,39.3361455,-76.4901802,3.8,541,1,2050,85,0,82548,0.041463416
567,Chinese Crusine,"2700 Harford Rd, Baltimore, MD 21218",2700 Harford Rd,Baltimore,MD,21218,245100907001,39.3204791,-76.5918119,4.8,11,,1259,0,82,21642,0
568,China House,"2233 Eastern Ave, Baltimore, MD 21231",2233 Eastern Ave,Baltimore,MD,21231,245100104002,39.2857546,-76.5848151,4.1,233,1,700,0,16,115208,0
569,Orient Express Food,"1411 E Cold Spring Ln, Baltimore, MD 21239",1411 E Cold Spring Ln,Baltimore,MD,21239,245102709033,39.3456468,-76.5933176,4.2,149,1,530,0,5,,0
570,House Of Lee Chinese & American Food,"913 Harlem Ave, Baltimore, MD 21217",913 Harlem Ave,Baltimore,MD,21217,245101601001,39.2966463,-76.6336108,4.8,8,,995,0,101,,0
571,China Town,"1226 Eastern Blvd, Essex, MD 21221",1226 Eastern Blvd,Essex,MD,21221,240054503001,39.3159256,-76.4630186,3.5,129,1,1930,17,0,100114,0.008808291
572,New Chef Carry Out Restaraunt,"6604 Belair Rd, Baltimore, MD 21206",6604 Belair Rd,Baltimore,MD,21206,245102705021,39.354341,-76.531857,4.1,99,1,482,0,23,41280,0
573,Garden Sea,"5301 Belair Rd, Baltimore, MD 21206",5301 Belair Rd,Baltimore,MD,21206,245102602011,39.3372586,-76.5522061,3.8,42,1,821,13,36,69231,0.015834348
574,Seafood Legend Express,"5500 Sinclair Ln, Baltimore, MD 21206",5500 Sinclair Ln,Baltimore,MD,21206,245102602032,39.325641,-76.5374833,3.7,36,2,1281,13,10,78177,0.010148321
575,Lucky Dragon,"1221 Eastern Blvd, Essex, MD 21221",1221 Eastern Blvd,Essex,MD,21221,240054505011,39.3150482,-76.4607102,3.9,79,2,2007,44,132,,0.021923268
576,Ma Wongs Carryout,"4627 York Rd, Baltimore, MD 21212",4627 York Rd,Baltimore,MD,21212,245102710011,39.345081,-76.609251,4,117,1,665,0,50,54653,0
577,Royal China,"4712 Eastern Ave, Baltimore, MD 21224",4712 Eastern Ave,Baltimore,MD,21224,245102607001,39.287149,-76.556142,3.5,102,1,1406,225,0,123194,0.16002844
578,Golden Wok,"435 S Broadway, Baltimore, MD 21231",435 S Broadway,Baltimore,MD,21231,245100202002,39.2857328,-76.5931585,4.4,240,1,833,13,10,99306,0.015606242
579,Four Seasons Chinese Food and Sandwiches,"240 N Luzerne Ave, Baltimore, MD 21224",240 N Luzerne Ave,Baltimore,MD,21224,245100602003,39.29555999999999,-76.5809249,4,82,1,478,81,30,,0.16945606
580,King Wok,"5105 York Rd, Baltimore, MD 21212",5105 York Rd,Baltimore,MD,21212,245102710022,39.351115,-76.609421,3.7,273,1,794,0,34,61411,0
581,Hao chi,"629 S Broadway, Baltimore, MD 21231",629 S Broadway,Baltimore,MD,21231,245100203001,39.2838241,-76.5931218,4,62,2,927,119,45,75913,0.12837109
582,Broadway Carry-Out Chinese Foods,"946 N Broadway, Baltimore, MD 21205",946 N Broadway,Baltimore,MD,21205,245100704001,39.3017565,-76.5947179,4.3,65,1,873,75,85,,0.085910656
583,Blessings Carryout,"537 N Chester St, Baltimore, MD 21205",537 N Chester St,Baltimore,MD,21205,245100703001,39.2973058,-76.5875673,4.4,222,1,1120,1,57,48083,0.000892857
584,Asian Wok,"5443 Belair Rd, Baltimore, MD 21206",5443 Belair Rd,Baltimore,MD,21206,245102601025,39.33912189999999,-76.5497903,3.8,63,1,1466,12,108,84464,0.008185539
585,China Wok,"5820 Hillen Rd, Baltimore, MD 21239",5820 Hillen Rd,Baltimore,MD,21239,245102708033,39.3593345,-76.5830701,4.3,6,2,2338,2,22,47857,0.000855432
586,Chan's Beijing Express,"5654 Baltimore National Pike, Baltimore, MD 21228",5654 Baltimore National Pike,Baltimore,MD,21228,240054013013,39.28978499999999,-76.7300108,4.1,150,2,1293,94,0,71786,0.072699152
587,New China II,"1030 W 41st St, Baltimore, MD 21211",1030 W 41st St,Baltimore,MD,21211,245101307005,39.3382509,-76.6346112,3.7,187,1,775,35,0,130987,0.045161292
588,Chung Wah Restaurant,"5820 Johnnycake Rd, Baltimore, MD 21207",5820 Johnnycake Rd,Baltimore,MD,21207,240054013013,39.2928023,-76.7308491,4,188,1,1293,94,0,71786,0.072699152
589,Asian Bistro,"5210 Baltimore National Pike, Baltimore, MD 21229",5210 Baltimore National Pike,Baltimore,MD,21229,240054013021,39.2923059,-76.715127,3.8,48,1,2403,33,105,54120,0.013732834
590,Water Song Yunnan Kitchen,"21 E Cross St, Baltimore, MD 21230",21 E Cross St,Baltimore,MD,21230,245102302001,39.2765085,-76.6134942,4.5,486,2,632,3,14,115714,0.004746835
591,Peter Chang Baltimore,"1923 Ashland Ave, Baltimore, MD 21205",1923 Ashland Ave,Baltimore,MD,21205,245100704002,39.300475,-76.5899879,4.3,151,2,716,144,47,23426,0.20111732
592,NiHao,"2322 Boston St, Baltimore, MD 21224",2322 Boston St,Baltimore,MD,21224,245100104002,39.282911,-76.5838725,4.4,473,2,700,0,16,115208,0
593,Great Panda Chinese Food,"935 N Caroline St, Baltimore, MD 21205",935 N Caroline St,Baltimore,MD,21205,245100704001,39.3011134,-76.5974275,4,194,1,873,75,85,,0.085910656
594,CHINA HOUSE,"3824 Liberty Heights Ave #7119, Baltimore, MD 21215",3824 Liberty Heights Ave #7119,Baltimore,MD,21215,245101510003,39.3273946,-76.6819049,4.2,220,1,835,0,57,57625,0
595,China Dragon,"5303 Baltimore National Pike, Baltimore, MD 21229",5303 Baltimore National Pike,Baltimore,MD,21229,240054007021,39.2902936,-76.7161399,3.6,79,2,2095,298,33,105417,0.14224343
596,Lucky Garden,"1403 E Fayette St, Baltimore, MD 21231",1403 E Fayette St,Baltimore,MD,21231,245100301002,39.2926531,-76.5984721,4.2,26,1,810,0,13,45920,0
597,China Max,"2401 Liberty Heights Ave, Baltimore, MD 21215",2401 Liberty Heights Ave,Baltimore,MD,21215,245101505002,39.3170477,-76.6553111,4,93,1,652,0,65,74000,0
598,China Yum,"2401 Liberty Heights Ave, Baltimore, MD 21215",2401 Liberty Heights Ave,Baltimore,MD,21215,245101505002,39.3170524,-76.6553285,4.2,11,2,652,0,65,74000,0
599,Sun Hing,"1451 Light St, Baltimore, MD 21230",1451 Light St,Baltimore,MD,21230,245102403003,39.2730022,-76.6116199,3.9,36,2,589,0,45,147888,0
600,China Garden,"1734 N Rolling Rd #2408, Windsor Mill, MD 21244",1734 N Rolling Rd #2408,Windsor Mill,MD,21244,240054015073,39.3085616,-76.754115,3.6,149,1,1296,334,0,58456,0.25771606
601,Global Grilll Take-Outs,"2301 Rolling Rd., Windsor Mill, MD 21244",2301 Rolling Rd.,Windsor Mill,MD,21244,240054024071,39.3210856,-76.7574018,4.6,45,,634,35,14,78750,0.055205047
602,Rice Express,"8055 Liberty Rd, Windsor Mill, MD 21244",8055 Liberty Rd,Windsor Mill,MD,21244,240054023034,39.3528572,-76.7583555,3.6,63,,1568,0,52,83182,0
603,Seafood legend express,"2329 Rolling Rd., Windsor Mill, MD 21244",2329 Rolling Rd.,Windsor Mill,MD,21244,240054024071,39.321866,-76.7579271,4.1,65,1,634,35,14,78750,0.055205047
604,Lucky Express,"1826 W Pratt St, Baltimore, MD 21223",1826 W Pratt St,Baltimore,MD,21223,245101903002,39.2853084,-76.6460239,2.7,73,1,1258,0,134,,0
605,#1 Chinese Restaurant,"2481 Frederick Ave, Baltimore, MD 21223",2481 Frederick Ave,Baltimore,MD,21223,245102005004,39.2822802,-76.6534768,3.8,356,1,347,0,0,,0
606,Panda Express,"3611 Washington Blvd #100, Halethorpe, MD 21227",3611 Washington Blvd #100,Halethorpe,MD,21227,240054304001,39.2481213,-76.6697625,4,664,1,1089,24,0,97500,0.022038568
607,Colala grind Express（客莱乐）,"801 W Baltimore St #103, Baltimore, MD 21201",801 W Baltimore St #103,Baltimore,MD,21201,245101803001,39.28864129999999,-76.6294666,4.7,183,2,627,0,87,56885,0
608,Taste Tea,"5403 East Dr unit 1/2, Arbutus, MD 21227",5403 East Dr unit 1/2,Arbutus,MD,21227,240054308001,39.248997,-76.693518,4.4,370,1,1369,57,0,91136,0.041636232
609,Shun Lee Chinese Carry Out,"3405 Greenmount Ave, Baltimore, MD 21218",3405 Greenmount Ave,Baltimore,MD,21218,245100903002,39.3299728,-76.6091796,4.4,125,1,2493,40,165,77627,0.016044926
610,Mayflower Chinese Restaurant,"3407 Greenmount Ave, Baltimore, MD 21218",3407 Greenmount Ave,Baltimore,MD,21218,245100903002,39.330051,-76.6090326,3.8,241,,2493,40,165,77627,0.016044926
611,China Express,"419 E 33rd St, Baltimore, MD 21218",419 E 33rd St,Baltimore,MD,21218,245101202012,39.3281873,-76.6100108,3.6,121,1,1064,5,58,85833,0.004699248
612,Sushi Ichiban Towson,"Next to Panera Bread, 1238 Putty Hill Ave Ste 9B, Towson, MD 21286","Next to Panera Bread, 1238 Putty Hill Ave Ste 9B",Towson,MD,21286,240054909001,39.3935884,-76.5811958,4.7,237,1,403,0,0,,0
613,Panda City Carryout,"1814 Pennsylvania Ave, Baltimore, MD 21217",1814 Pennsylvania Ave,Baltimore,MD,21217,245101403004,39.304487,-76.6361646,3.8,80,1,395,0,0,45417,0
614,Bambao Asian Restaurant,"1010 Aliceanna St, Baltimore, MD 21202",1010 Aliceanna St,Baltimore,MD,21202,245100302002,39.2834405,-76.5992834,4,220,2,1985,220,16,140663,0.11083123
615,Yung's Carry Out,"818 Guilford Ave, Baltimore, MD 21202",818 Guilford Ave,Baltimore,MD,21202,245101101001,39.2990841,-76.6122417,3.8,241,1,1204,82,257,63719,0.068106309
616,Dragon Phoenix,"1201 Greenmount Ave, Baltimore, MD 21202",1201 Greenmount Ave,Baltimore,MD,21202,245101001002,39.3039024,-76.6078267,3.7,47,,805,9,58,15938,0.011180124
617,Ekiben,"1622 Eastern Ave, Baltimore, MD 21231",1622 Eastern Ave,Baltimore,MD,21231,245100301001,39.2856556,-76.5945278,4.8,2323,1,899,17,15,29417,0.0189099
618,Sakura Cafe Carry Out II,"2510 E Monument St, Baltimore, MD 21205",2510 E Monument St,Baltimore,MD,21205,245100702004,39.2990245,-76.5818489,4.4,152,,1493,0,204,61600,0
619,M & T Chinese Carryout,"2121 Pennsylvania Ave, Baltimore, MD 21217",2121 Pennsylvania Ave,Baltimore,MD,21217,245101403002,39.3072045,-76.638787,3.9,81,1,189,0,0,,0
620,Boa Huá,"307 N Ellwood Ave, Baltimore, MD 21224",307 N Ellwood Ave,Baltimore,MD,21224,245100601001,39.2956892,-76.5734154,,,,518,9,0,52826,0.017374517
621,Fú Noodle House at Horseshoe Baltimore,"1525 Russell St, Baltimore, MD 21230",1525 Russell St,Baltimore,MD,21230,245102101001,39.2735967,-76.6274605,2.9,26,,551,0,37,,0
622,Takeos Chinese Takeout,"1700 Pennsylvania Ave, Baltimore, MD 21217",1700 Pennsylvania Ave,Baltimore,MD,21217,245101402003,39.3036563,-76.6357115,3.6,5,,1641,0,52,38462,0
623,Lucky House,"400 W Lexington St # 27, Baltimore, MD 21201",400 W Lexington St # 27,Baltimore,MD,21201,245100401004,39.29151,-76.6218832,1,1,1,1037,9,114,52199,0.008678882
624,Good Day Chinese Food Carry,"2530 Harford Rd, Baltimore, MD 21218",2530 Harford Rd,Baltimore,MD,21218,245100907003,39.3188361,-76.593451,4.3,134,1,917,0,17,46274,0
625,Chiu's Sushi,"608 S Exeter St, Baltimore, MD 21202",608 S Exeter St,Baltimore,MD,21202,245102805002,39.283657,-76.5999908,4.4,105,2,843,0,14,,0
626,Lu's Chinese Restaurant,"2709 E Monument St, Baltimore, MD 21205",2709 E Monument St,Baltimore,MD,21205,245100702002,39.2988516,-76.5791322,4.4,22,,211,0,56,,0
627,Eden,"241 N Lakewood Ave, Baltimore, MD 21224",241 N Lakewood Ave,Baltimore,MD,21224,245100602004,39.2956438,-76.5791367,5,5,,683,30,13,57800,0.043923866
628,Little Lantern House Chinese,"2009 Edmondson Ave, Baltimore, MD 21223",2009 Edmondson Ave,Baltimore,MD,21223,245101604002,39.2949666,-76.6494066,3.8,16,,356,13,21,58125,0.036516853
629,Hing's Restaurant Chinese & American Food,"599 N Franklintown Rd, Baltimore, MD 21216",599 N Franklintown Rd,Baltimore,MD,21216,245101606003,39.2946216,-76.6632076,2.3,6,,549,0,28,50313,0
630,La China Poblana Restaurant,"4923 Eastern Ave, Baltimore, MD 21224",4923 Eastern Ave,Baltimore,MD,21224,245102605012,39.2868954,-76.5542162,4.2,373,,1935,0,72,93719,0
631,Panda Express,"1238 Putty Hill Ave Bldg # 16 Suite 106, Towson, MD 21286",1238 Putty Hill Ave Bldg # 16 Suite 106,Towson,MD,21286,240054909001,39.393422,-76.5828218,3.5,86,,403,0,0,,0
632,The Canton Restaurant,"11 Ridgely Ave, Annapolis, MD 21401",11 Ridgely Ave,Annapolis,MD,21401,240037066004,38.988618,-76.5026617,4.1,290,1,2532,83,39,118063,0.032780413
633,Chopsticks Chinese Restaurant,"3 Park St, Cumberland, MD 21502",3 Park St,Cumberland,MD,21502,240010005001,39.6520399,-78.7580555,3.9,263,1,1344,21,11,44808,0.015625
634,Eastern Express,"109 E Main St, Frostburg, MD 21532",109 E Main St,Frostburg,MD,21532,240010018003,39.6559125,-78.9257081,3.7,176,1,1918,94,15,34865,0.049009386
635,Peking House & Buffet,"10701 New Georges Creek Rd SW, Frostburg, MD 21532",10701 New Georges Creek Rd SW,Frostburg,MD,21532,240010019001,39.647023,-78.910375,2,3,2,1322,8,0,67557,0.006051437
636,Eastern Dragon,"241 New Hampshire Ave, Cumberland, MD 21502",241 New Hampshire Ave,Cumberland,MD,21502,240010007001,39.6311905,-78.7500877,,,,1858,0,0,34429,0
637,Eastern Carryout,"11489 Berry Rd, Waldorf, MD 20603",11489 Berry Rd,Waldorf,MD,20603,240178507061,38.630507,-76.91977,3.8,200,1,1693,136,42,147059,0.080330774
638,Eastern Restaurant,"15789 Livingston Rd #102, Accokeek, MD 20607",15789 Livingston Rd #102,Accokeek,MD,20607,240338013103,38.6713594,-77.0090138,4.3,100,1,2453,326,42,145625,0.13289849
639,Panda Express,"1100 Smallwood Dr W, Waldorf, MD 20603",1100 Smallwood Dr W,Waldorf,MD,20603,240178515012,38.6125959,-76.9281679,3.7,771,1,2431,13,80,99821,0.005347594
640,Hong Kong 3,"45315 Alton Ln #16060, California, MD 20619",45315 Alton Ln #16060,California,MD,20619,240378760041,38.2948495,-76.5073563,4.4,208,,3921,65,30,105513,0.016577404
641,Teariffic Cafe,"22576 MacArthur Blvd #370, California, MD 20619",22576 MacArthur Blvd #370,California,MD,20619,240378760043,38.2880845,-76.4831183,4.5,429,1,1068,43,0,71675,0.040262174
642,Panda Express,"44980 St Andrews Church Rd Ste F, California, MD 20619",44980 St Andrews Church Rd Ste F,California,MD,20619,240378756022,38.3037612,-76.5224835,3.5,249,1,1857,54,0,99813,0.02907916
643,Panda Express,"22099 Cuddihy Rd Building 2369, Patuxent River, MD 20670",22099 Cuddihy Rd Building 2369,Patuxent River,MD,20670,240378758031,38.2722226,-76.4571162,3.2,20,1,1535,10,0,60568,0.006514658
644,Golden Chicken & Japanese Grille,"46400 Lexington Village Way, Lexington Park, MD 20653",46400 Lexington Village Way,Lexington Park,MD,20653,240378760013,38.2848912,-76.4776701,4,379,1,1310,87,0,147614,0.06641221
645,China Cafe II,"22558 MacArthur Blvd #376, California, MD 20619",22558 MacArthur Blvd #376,California,MD,20619,240378760043,38.2869151,-76.4851034,3.8,68,,1068,43,0,71675,0.040262174
646,Fortune Cookie Chinese Restaurant,"74 Solomons Island Rd S, Prince Frederick, MD 20678",74 Solomons Island Rd S,Prince Frederick,MD,20678,240098607021,38.5365201,-76.5863002,4.2,187,2,2786,25,0,92841,0.008973438
647,Happy Buddha,"4985 St Leonard Rd, St Leonard, MD 20685",4985 St Leonard Rd,St Leonard,MD,20685,240098611002,38.4732218,-76.5063687,4.5,160,,1514,0,43,142778,0
648,China King,"230 Town Square Dr, Lusby, MD 20657",230 Town Square Dr,Lusby,MD,20657,240098610033,38.3749794,-76.4331491,4.1,213,1,1729,0,12,85441,0
649,Golden Star Restaurant-no delivery,"3109 Marshall Hall Rd, Bryans Road, MD 20616",3109 Marshall Hall Rd,Bryans Road,MD,20616,240178501011,38.62969,-77.0750328,4,131,1,4950,0,143,126052,0
650,Goodies,"8030 Matthews Rd, Bryans Road, MD 20616",8030 Matthews Rd,Bryans Road,MD,20616,240178501022,38.631564,-77.065134,4.3,267,,1336,64,39,99076,0.047904193
651,Goodies Restaurant & Carryout,"4545 Indian Head Hwy, Indian Head, MD 20640",4545 Indian Head Hwy,Indian Head,MD,20640,240178502021,38.6005433,-77.1507755,4,230,1,1803,44,87,79318,0.024403771
652,Hunan Wok Inc,"21600 Great Mills Rd # 6, Lexington Park, MD 20653",21600 Great Mills Rd # 6,Lexington Park,MD,20653,240378759031,38.2601281,-76.4644662,3.3,73,2,1698,0,23,95724,0
653,New Win Hing,"211 Tippin Dr, Thurmont, MD 21788",211 Tippin Dr,Thurmont,MD,21788,240217530016,39.6163569,-77.4210399,4.4,69,,1510,0,0,92273,0
654,Gourmet Asian Bistro,"7224 Muncaster Mill Rd, Derwood, MD 20855",7224 Muncaster Mill Rd,Derwood,MD,20855,240317007103,39.1450985,-77.1453755,4.4,287,2,1092,133,0,127063,0.12179487
655,New Canton II,"8-9 Kent Town Market, Chester, MD 21619",8-9 Kent Town Market,Chester,MD,21619,240358110001,38.9742366,-76.2790536,4.1,182,2,1897,0,0,94984,0
656,China Cafe,"10805 Birmingham Way # 22, Woodstock, MD 21163",10805 Birmingham Way # 22,Woodstock,MD,21163,240276030012,39.3074909,-76.8902072,3.4,31,2,2086,770,0,99514,0.36912751
657,Uncle Lee's Harbor Restaurant,"44 South St #3216, Baltimore, MD 21202",44 South St #3216,Baltimore,MD,21202,245100401003,39.288032,-76.611079,3.5,108,,2503,310,110,69489,0.12385138
658,P.F. Chang's,"825 Dulaney Valley Rd Ste 1161, Towson, MD 21204",825 Dulaney Valley Rd Ste 1161,Towson,MD,21204,240054909002,39.4056623,-76.6008231,4.1,819,2,1108,78,67,49545,0.070397109
659,Chino,"7875 Eastpoint Mall, Baltimore, MD 21224",7875 Eastpoint Mall,Baltimore,MD,21224,240054524001,39.295481,-76.508176,3,2,,750,21,0,52208,0.028000001
660,China Wok,"2039 Englewood Ave #5203, Gwynn Oak, MD 21207",2039 Englewood Ave #5203,Gwynn Oak,MD,21207,240054024051,39.3214381,-76.7265153,3.8,169,1,824,0,31,47442,0
661,Man Hing Chinese,"204 Eastern Blvd, Essex, MD 21221",204 Eastern Blvd,Essex,MD,21221,240054502003,39.3057479,-76.4820709,3.5,71,1,763,0,0,51579,0
662,Danny's Carry Out,"2838 Edmondson Ave, Baltimore, MD 21223",2838 Edmondson Ave,Baltimore,MD,21223,245101606003,39.2947031,-76.6647901,4.3,76,,549,0,28,50313,0
663,Panda Express,"5709 Eastern Ave, Baltimore, MD 21224",5709 Eastern Ave,Baltimore,MD,21224,245102605013,39.2870687,-76.547262,3.6,262,1,550,0,0,48150,0
664,Peking House Restaurant,"7916 Belair Rd, Baltimore, MD 21236",7916 Belair Rd,Baltimore,MD,21236,240054403001,39.3738531,-76.5117924,3.9,48,2,2025,596,25,68125,0.294321
665,China 88,"22405 Jefferson Blvd, Smithsburg, MD 21783",22405 Jefferson Blvd,Smithsburg,MD,21783,240430112022,39.6415292,-77.5897887,4.3,167,1,1257,0,0,84200,0
666,Kenny Sub Shop,"10610 Baltimore Ave, Beltsville, MD 20705",10610 Baltimore Ave,Beltsville,MD,20705,240338074053,39.029305,-76.9159712,3.8,179,1,2792,108,73,115484,0.038681947
667,Teppanyaki Grill & Buffet,"14350 Baltimore Ave, Laurel, MD 20707",14350 Baltimore Ave,Laurel,MD,20707,240338002132,39.0843373,-76.8625694,4,231,2,1443,207,15,92775,0.14345114
668,Panda West,"7405 Van Dusen Rd, Laurel, MD 20707",7405 Van Dusen Rd,Laurel,MD,20707,240338002123,39.08675789999999,-76.8774691,4,173,1,3526,1407,73,128322,0.39903572
669,China Chef Restaurant,"12114 Central Ave, Mitchellville, MD 20721",12114 Central Ave,Mitchellville,MD,20721,240338035283,38.9007717,-76.7962909,3.8,83,2,1294,0,124,138271,0
670,Ribs N Things,"4300 Rhode Island Ave, Brentwood, MD 20722",4300 Rhode Island Ave,Brentwood,MD,20722,240338046002,38.9410133,-76.9533912,3.9,200,1,1361,5,185,83077,0.003673769
671,Asian One,"9900 Washington Blvd N ste f, Laurel, MD 20723",9900 Washington Blvd N ste f,Laurel,MD,20723,240276069073,39.1139864,-76.8344809,3.4,110,1,2042,154,0,68250,0.075416259
672,Panda Express,"8871 Branch Ave Unit E, Clinton, MD 20735",8871 Branch Ave Unit E,Clinton,MD,20735,240338012171,38.7701546,-76.887139,3.9,561,1,965,42,18,101667,0.043523315
673,Line 2,"5401 Kenilworth Ave, Riverdale, MD 20737",5401 Kenilworth Ave,Riverdale,MD,20737,240338066013,38.9554125,-76.9224823,,,,2514,0,79,,0
674,Top China,"18728 N Pointe Dr B, Hagerstown, MD 21742",18728 N Pointe Dr B,Hagerstown,MD,21742,240430103004,39.6848075,-77.7181274,4.2,135,1,1331,46,0,98571,0.034560479
675,Evergreen,"18356 College Rd, Hagerstown, MD 21740",18356 College Rd,Hagerstown,MD,21740,240430109012,39.5879395,-77.7330773,4.4,84,1,1666,0,58,107404,0
676,China Buffet,"1041 Maryland Ave, Hagerstown, MD 21740",1041 Maryland Ave,Hagerstown,MD,21740,240430010011,39.62457939999999,-77.7334721,3,207,1,544,0,1,55820,0
677,Dragon China Buffet,"12101 Winchester Rd Ste 15, Cumberland, MD 21502",12101 Winchester Rd Ste 15,Cumberland,MD,21502,240010014011,39.6324938,-78.8415011,4,28,,1337,0,0,65476,0
678,China Buffet,"8223 Elliott Rd #19, Easton, MD 21601",8223 Elliott Rd #19,Easton,MD,21601,240419605011,38.774647,-76.054608,3.8,368,1,2526,92,8,99375,0.036421221
679,Beijing Kitchen,"2478-H Centreville Rd, Centreville, MD 21617",2478-H Centreville Rd,Centreville,MD,21617,240358105003,39.0313342,-76.0746713,4.1,137,1,2080,9,11,89884,0.004326923
